pmid,ref_list
6287024,"['270678', '6268840', '6268841']"
6287212,"['73185', '206891', '6933441']"
6287223,"['370836', '6261013']"
6287225,"['206891', '6244566', '6264471', '787937']"
7050911,"['1105573', '7086954', '271968', '81487']"
6896749,['424286']
6287425,['1069307']
7051000,"['4594039', '388356']"
6750604,"['271968', '6259625', '6272190', '333444']"
6158044,['284328']
7003539,['370836']
6255435,"['283395', '388356', '390497']"
6258158,['390496']
6261002,"['206891', '284328', '226954']"
6261013,"['1105573', '206891', '370836', '230483']"
6894330,['414220']
6938980,"['6244566', '7443547']"
6164989,['6258158']
6262811,['283395']
6165016,['424286']
6264471,"['271968', '206891']"
6289308,['6158044']
6289325,['242001']
6290989,"['6272190', '6752884']"
6752884,"['7335496', '6290989']"
6290998,"['1105573', '6269077']"
6201352,"['781674', '19730']"
6325158,['388349']
6325162,"['7003539', '6265927']"
6765237,['6158044']
6794032,"['1105573', '414220', '358198']"
6458017,"['6154927', '7443547', '333431']"
6272190,['388356']
6272309,"['6261013', '370836', '230483', '7003539']"
6167988,['1105573']
6791161,['206891']
7024907,"['271968', '118436', '6258158']"
6269077,"['781674', '414220', '7003539']"
440972,"['274720', '270684']"
450702,['781674']
388349,['370836']
390496,['787937']
118436,['418414']
230483,"['370836', '358198']"
6273793,['781674']
6171778,"['388356', '6259625', '7232206', '6167988', '4610576', '1105573', '1069307', '271968']"
6275357,"['226954', '6933441', '6255435', '6261002', '6264471']"
6275358,"['209408', '390497', '6264471']"
6275391,"['7433112', '6167988']"
6173734,['6158044']
6278443,['7443547']
7335496,['7008030']
6280135,['6269067']
6280153,"['1105573', '388356']"
7041111,['7433112']
7041122,"['6244566', '7443547']"
7079176,['118436']
6952180,"['1105573', '271968']"
6281760,"['6262811', '7017722']"
6210913,"['333444', '271968', '388356', '6244566', '6259625']"
412196,"['1105573', '4594039', '4610576']"
424286,['270678']
370836,"['358198', '1069307']"
6933441,"['73185', '284328']"
6777776,['291033']
6577417,"['283395', '6933441', '6287212']"
6583695,['390497']
6308670,"['6183443', '6298715', '6310545', '6272282', '6273836', '6284987']"
6093054,"['271968', '6272282', '6298739', '6575390', '6310508', '6324200']"
270678,"['19730', '781674']"
228065,['1105573']
6268840,"['228065', '6268841']"
6268841,"['228265', '6268840', '228065']"
6270386,"['291033', '228065', '228265', '230501', '6159641']"
6945577,"['206891', '283395']"
6133960,"['230501', '6159641', '6270386']"
3882996,"['6308656', '6091052', '6268841', '6945577']"
2989560,"['271968', '388356', '6159641', '6268841']"
17943122,['17554300']
18987735,['17220890']
19165925,['17554300']
19261174,['18987735']
19289445,['19261174']
19430453,"['19261174', '19289445']"
17220890,"['16957580', '15295589', '15886206', '16174740', '16452683']"
19357099,"['19261174', '18987735']"
17554300,['17554260']
17554260,['17554300']
17579875,"['17591968', '17021754', '16983685', '17469117', '17003490', '15495240', '15505152', '16718704']"
17591968,"['15505152', '16983685', '17003490']"
18464913,['17554300']
16718704,['15161649']
18223198,"['17003490', '17579875', '17591968', '16718704']"
17003490,['1713021']
18263627,"['17267521', '11889239', '10227624', '16247049', '12438466', '9781519', '17898323', '18302232']"
18755042,"['17579875', '17591968']"
1713021,"['2459703', '1690426', '1693468']"
17267521,['9781519']
11889239,['9781519']
10227624,['8128961']
16247049,['10227624']
12438466,['10227624']
9781519,['8128961']
17898323,"['11930016', '12438466', '9781519', '10227624', '16247049']"
18302232,"['10227624', '16247049']"
18520774,"['18223198', '16718704', '17003490', '17021754', '17469117', '17591968']"
17021754,['16718704']
17469117,"['17021754', '17003490']"
16983685,"['9973279', '11517342', '15505152']"
15495240,"['9973279', '9190213', '1713021', '9789048', '15161649', '1421571', '15170578', '9636220']"
15505152,"['15170578', '1713021', '15161649', '1693468', '2459703']"
18592312,"['17591968', '18434538', '17469117', '9636220']"
18802454,['17469117']
19239895,['18802454']
18723524,"['18434550', '17003490', '17021754', '17469117', '17591968']"
18434510,['18385371']
18997113,"['18385371', '18434510']"
18434550,"['18234899', '15452145', '16354928', '16407166']"
19137005,['18234899']
18385371,['18434510']
19193627,"['18464913', '17943122']"
19451621,['17554300']
20154673,"['16718704', '18223198', '17554300', '17579875', '17591968']"
20562461,"['17003490', '18263627', '18755042']"
20400460,"['18379440', '18546284', '18592312', '18802454', '18755042', '19674978', '20026663', '17003490', '18434538', '17579875', '17591968', '17469117', '18520774', '18535185']"
20026663,"['17591968', '18378771', '18546284', '17291356']"
21072532,"['17579875', '17591968', '18755042']"
21925771,"['19193627', '20154673', '20562461', '21072532']"
21944778,"['20400460', '18755042', '20026663', '20154673', '20562461', '21072532', '21925771']"
19451168,"['19261174', '19357099']"
2783775,"['2900137', '3053167']"
8608447,"['7489507', '8065363', '8065364', '7969159']"
8065363,['8065364']
8065364,['8065363']
7969159,"['8065363', '8065364']"
7489507,"['8065363', '8065364', '7969159']"
7567974,"['8352272', '8128960', '8128961', '7942850', '7991571', '2783775', '1642228', '1415269', '1279693']"
9392006,"['1557413', '8546214']"
8633020,"['2508093', '1557413', '8415676']"
7588622,"['8468348', '8415676', '8240235', '7860629', '7721945', '8108445']"
8415676,"['1372166', '1557413']"
1557413,['2503832']
1702541,"['2494659', '2508093']"
7991571,"['1905108', '8446635', '8415676', '8415732', '3140239']"
1438289,"['2900137', '3140239', '1704190']"
8468348,['1557413']
8446635,['1689489']
1642228,['2783775']
3140239,['2900137']
1905108,"['2503832', '3140239']"
8644866,"['8078890', '8546214']"
8700905,"['8446635', '3140239']"
8546214,"['1690426', '1652752']"
1372166,"['2503832', '2783775']"
2508093,['3053167']
2437579,['3106969']
3106969,['2437579']
3053167,['2900137']
1409654,"['1689489', '1905108', '2494667', '3140239']"
1690426,"['2900137', '2459703', '3140239']"
1704190,"['2503832', '3140239', '1690426', '1689489']"
1652752,"['1689489', '1704190']"
1376918,"['2437579', '3106969', '2459703']"
2503832,"['2900137', '3140239', '2494659']"
2494659,['3140239']
2900137,['7068762']
1689489,"['2503832', '2494659', '2900137']"
2494667,['2900137']
7904796,"['3053167', '2508093']"
10781096,"['10639120', '8248242', '9600990']"
1438191,['1311847']
7568089,"['1438191', '8248242', '8078890']"
8456946,"['1690426', '1652752']"
8248242,['8446635']
8546207,"['1689489', '7568089', '8456946', '8248242']"
9163350,"['8248242', '7567974', '7568089', '1438191']"
9371838,['1438289']
8041753,"['1409654', '1690426', '1704190', '1652752', '1376918']"
10639120,['9600990']
9600990,"['9466562', '1713021']"
9466562,"['7568089', '8456946', '8248242', '8546207', '9163350']"
8128961,['8446635']
10675211,['9636220']
14991811,['8128961']
17659190,"['16849426', '16980333', '10675211', '12023408']"
12754337,['12023408']
18379440,"['16983685', '17003490', '17469117', '17579875', '17591968']"
18434538,"['17003490', '16718704']"
18535185,"['17003490', '17021754', '17469117', '17579875', '17591968']"
18506455,"['16718704', '17021754', '17469117', '17579875', '17591968']"
18546284,"['17003490', '17469117', '17579875']"
16567625,"['15254168', '10611368', '16344479', '16344478', '11073810']"
16613895,['14991811']
17008334,['14991811']
18625456,"['9636220', '15615853']"
18631953,"['15615853', '17579875']"
18684309,"['17591968', '16195246', '16983685', '17469117', '17003490', '17579875', '18183624', '17353379']"
18590784,['8464868']
18634762,"['18520774', '17469117', '18166704']"
18378771,"['17291356', '16983685']"
18474722,['14991811']
15615853,"['1421571', '9636220', '9789048']"
15851728,['14991811']
16195246,['14991811']
9811325,['9636220']
17291356,['16983685']
17012339,['16195246']
18090434,"['9122249', '16407166']"
18226108,['18090922']
18234899,"['18090922', '17439957', '9932109']"
16151530,"['11815632', '15339646']"
11438710,['8128960']
15657137,['15295589']
16174740,['7721945']
16344478,"['11309494', '11296263']"
17646382,"['16174740', '16452683']"
17721864,"['16174740', '17220890', '16452683']"
18480253,"['16174740', '10487842', '16452683', '17220890']"
18667360,['11120756']
18852354,['12756133']
17920160,['16567625']
12697936,"['9371838', '10077666', '10570203']"
17077275,['9781519']
17533169,"['10227624', '16247049', '11930016', '12438466', '10953178']"
11073810,['10525535']
17553421,"['15192701', '10227624', '16669732', '17077275']"
18830724,['17220890']
19204163,['17553421']
18585350,['15295589']
17420311,['17220890']
17949987,"['16174740', '16452683', '17220890']"
18562096,"['16174740', '16452683', '17220890', '17420311', '17553421', '17949987']"
16957580,"['16452683', '11309494', '16174740']"
15295589,"['8464868', '11296263', '11724968', '7568127', '12515826', '12925731']"
17266761,['15792962']
1899371,"['2503832', '3053167', '2783775', '2494667']"
1738605,"['1899371', '3053167', '2508093']"
15161649,['1713021']
15792962,['9636220']
9973279,"['9636220', '9789048', '9811325']"
11517342,"['10525535', '11266469']"
15583128,"['10077666', '12925731']"
16230462,"['11742091', '9843960']"
10623648,"['9108049', '9392006', '9892704', '10077666']"
11742091,"['9843960', '1409654']"
12750461,"['10623648', '11815632', '10487842']"
15192701,['11953314']
17268504,"['15192701', '12048239', '14566063', '14523244']"
17268505,['14566063']
17258906,"['10858586', '16354928']"
17556541,"['11517342', '16230462', '9108049']"
18155846,['10077666']
17894374,"['17347250', '11889239', '10487842']"
18537546,"['7504270', '12750461', '12925731', '10639120', '10794724', '15930005', '16549764', '9916941']"
18971484,"['11266469', '11517342', '17268505', '15452145']"
18234697,"['17353379', '17579875', '17947337', '9636220', '16983685']"
18183624,"['17579875', '17591968', '16983685']"
18633132,"['18166704', '14991811']"
17553989,['11395394']
18280754,"['11296263', '16669732']"
18339640,['16493230']
19001171,['18339640']
10097173,"['9932109', '9392006']"
15254168,['7068762']
10611368,['10079115']
16344479,['10611368']
15886206,"['10801983', '12515826', '14504402']"
16452683,"['16174740', '12414533', '3140239', '9108049']"
16669732,"['1415269', '12048239', '10441572', '8618881', '10097173']"
17347250,"['11889239', '12552040', '16718704', '16613895', '17267521', '17097770']"
9190213,"['1376918', '1421571']"
18090922,['17579875']
17439957,['16354928']
9932109,"['9392006', '8633020', '7588622', '8415676', '1557413']"
10441572,['10097173']
15452145,['10525535']
16354928,['12925731']
16407166,"['10858586', '15579461', '12897211']"
17121991,"['15295589', '9371838']"
17470798,"['10077666', '16354928']"
16552414,"['15295589', '9114067']"
18579078,"['15295589', '8183935', '17268505', '17431506']"
17431506,"['17268505', '10525535']"
17717139,['16549764']
11274373,['10077666']
15190179,['12048239']
8183935,"['1557413', '8415676', '2508093']"
9003386,"['8183935', '1557413', '8415676']"
9636220,['9190213']
9789048,['9636220']
17353379,['16983685']
17947337,"['14991811', '16718704', '16613895', '17579875']"
12552040,"['10953178', '9781519']"
18166704,"['14991811', '16613895']"
18596549,"['9636220', '16983685', '17003490', '17021754', '17591968', '18166704', '18234697', '18183624', '18223198', '9789048', '17291356', '17353379', '17469117', '17579875']"
18626651,['9466562']
17097770,['16613895']
18584043,"['10953178', '16493230']"
17604879,"['14991811', '15851728', '17008334']"
15505154,['10908893']
10908893,['10227624']
16493230,"['12552040', '11930016', '2508093', '9781519']"
17898324,['16980333']
18851928,['17898324']
16980333,['17018560']
18339348,"['16980333', '17462746', '17898324']"
18794496,['16980333']
19670433,"['17898324', '18851928']"
11395394,"['9050898', '10801983', '8644866']"
12048239,"['11459941', '10801983']"
1415269,['2783775']
10922078,"['10525535', '9050898', '1905108', '9223340', '10077672']"
10953178,"['10227624', '9781519', '9506546', '8128961']"
8078890,['8415676']
9050898,['7567974']
10801983,['9392006']
19674978,"['17579875', '17591968', '12368187']"
15170578,"['15161649', '2459703', '1693468', '1713021']"
16025283,"['15505152', '15495240', '15170578', '15161649']"
12368187,['9811325']
12522269,['10623648']
1693468,"['3106969', '2437579', '2459703']"
2459703,"['2437579', '3106969']"
9506546,"['8128961', '8726460', '8618881']"
11930016,"['10227624', '10953178']"
11796764,['10801983']
11459941,['10077672']
16352719,['11572965']
17391701,['10781096']
16849426,['10079115']
12023408,"['7567974', '9789048', '10675211', '9973279']"
17018560,"['16980333', '16980333']"
17462746,['16980333']
19339253,"['19001171', '10953178', '11889239', '16247049', '17347250', '18263627', '18302232', '18339640']"
19296504,"['16493230', '16718704']"
8129049,"['2368855', '2240306', '7294261']"
9772844,['8129049']
7294261,['7294262']
11076245,['9772844']
2368855,"['7294262', '7294261']"
2240306,['7294262']
7629459,['8882222']
7708769,"['1371464', '2508093']"
7512970,['2503832']
7844156,"['8468348', '7512970', '8183935']"
9212733,['1693468']
8052661,['7904796']
10525535,"['8468348', '7721945', '7588622', '9245794', '9892704', '8895567', '9223340']"
9223340,['9050898']
10077672,['9223340']
7992850,"['8128960', '8128961']"
7068748,['7068762']
10053019,['8352272']
7534068,"['1372166', '8446635']"
8687416,"['7534068', '8446635']"
8240235,"['7068762', '3140239', '2503832']"
7860629,"['7068762', '8240235', '1905108', '8108445', '8183935', '8446635', '8468348', '8415732']"
7721945,"['3140239', '1689489', '1409654', '8415732', '8108445']"
8108445,"['1689489', '1279693']"
8895567,"['8415732', '7860629', '7721945', '7588622', '2900137', '1689489']"
8415732,"['2900137', '3140239', '1689489', '1409654']"
8609159,"['8157011', '7896870']"
7896870,['8157011']
8157011,['7068762']
9312009,['8609159']
15583026,"['12515826', '11296263', '11309494']"
9585412,"['8609159', '9312009', '8157011']"
11296263,"['8415732', '9108116', '8895567', '10801983', '7588622']"
12515826,"['9585412', '11309494', '11296263']"
14504402,"['11309494', '11296263', '12515826']"
9108049,['8415732']
8416982,['7068762']
12925731,['12515826']
12414533,"['8895567', '10077666', '11815632', '1689489', '10623648']"
7901853,['1311847']
11309494,"['9585412', '2503832']"
8618881,['1311847']
10193429,['1438191']
10079115,['7534068']
10077666,"['9371838', '8041753']"
10794724,['8078890']
10816430,"['8078890', '8726460', '10079115']"
1311847,['2900137']
8726460,['7534068']
8882222,"['7629459', '7629459']"
1371464,['3053167']
8352272,['1415269']
8128960,"['1642228', '1415269', '8352272']"
7942850,"['1642228', '1415269']"
1279693,"['3140239', '2494667', '2503832']"
19739,['268625']
268625,['19739']
2014256,['2900137']
7479875,['2508093']
7294262,['7294261']
12351794,"['10445896', '10445897', '10445898']"
14687259,"['10445897', '10445896']"
14518800,"['12351794', '12937331', '12937335', '14518801', '14518803', '10445897']"
8890772,['7992850']
1443049,['3140239']
9626067,"['8546214', '9050898']"
9916941,"['9626067', '9050898', '9371838']"
10445896,['10445898']
10445897,['10445898']
10445898,['10445896']
12937331,"['10445897', '14518801', '14518800', '12351794']"
12937335,['14518801']
14518801,"['14518800', '14518803']"
14518803,"['12351794', '14518800', '14518801']"
10858586,"['9122249', '9094983', '9144231', '9665462', '9687521', '10079115', '10079271', '9422548', '10487842', '10623661', '10362792', '9501253', '1438191', '2508093', '7568127', '7534068']"
11266469,['10525535']
1421571,['1376918']
15186505,['11517335']
11517335,"['9687521', '10858586', '10077666']"
12756133,['9789048']
15339646,"['12925731', '12414533']"
9114067,['7568127']
10518584,"['1311847', '1557413', '2503832']"
12534344,"['11815632', '8833912']"
11815632,"['7992840', '8833912', '9108116', '9245794', '10623648', '9892704', '10077666']"
12897211,['10858586']
14566063,"['10801983', '10077672', '11742091', '12048239']"
11953314,['11517342']
16179394,['7504270']
16401079,"['12481027', '12719262', '11069287', '14715898', '9811813']"
11572965,"['10922078', '9223340']"
12481027,"['9811813', '11069287']"
12719262,"['11069287', '9811813', '12481027']"
14715898,"['11069287', '12481027', '9811813']"
9811813,['7567974']
11069287,['9811813']
11311152,"['10639120', '1415269']"
16549764,"['10077666', '12697936']"
15579461,['12897211']
16252002,"['7588622', '9811864', '12011466']"
16341263,"['16049337', '12897211', '15215183', '15331422']"
15930005,"['15837927', '1415269', '12481027', '15583128']"
15459334,['12481027']
15837927,"['15583128', '12481027']"
9687521,['1438191']
9122249,"['7904796', '7568127']"
9094983,['7479875']
9144231,['8052661']
9665462,['9094983']
10079271,['1438191']
9422548,"['7992840', '8644866']"
10487842,['7992850']
10623661,['9371838']
10362792,"['9371838', '9422548']"
9501253,"['9392006', '8446635']"
7568127,['2508093']
11120756,"['10570203', '10611368', '10816430', '8446635', '10079115', '8078890']"
12897209,"['10858586', '11517335']"
15717012,"['9114067', '10518584', '12534344', '11815632', '12414533']"
8464868,['1557413']
11724968,['11274373']
10570203,"['9371838', '10362792', '2900137', '9736023']"
9736023,['9736023']
7992840,"['2900137', '1689489', '1704190', '1905108', '1652752', '2508093']"
8833912,"['8446635', '8415732', '7992840']"
9108116,"['7588622', '8895567', '8415732']"
9245794,"['8415732', '8446635', '7860629']"
9892704,"['9108049', '9392006']"
7504270,"['2900137', '8446635']"
9843960,"['8609159', '8108445', '7860629']"
12011466,['11742091']
9777946,"['9212733', '8052661']"
7068762,['7068748']
9811864,"['1279693', '8895567', '2494667']"
11159188,"['10570203', '9736023']"
16049337,"['10570203', '11120756', '9371838', '9736023']"
15215183,"['12897209', '1905108']"
15331422,"['9371838', '8456946']"
18548070,"['17650315', '12897211']"
17650315,"['12897211', '15579461', '16341263', '16407166']"
14523244,"['9892704', '10801983']"
15722417,['12048239']
16768455,"['15722417', '10801983', '14566063']"
10393832,"['9626067', '9916941']"
16201997,"['15016247', '11076245']"
18222580,"['15016247', '16201997', '18307477']"
18307477,"['15016247', '11076245', '16201997', '9772844']"
18511716,"['7294262', '9772844', '11076245']"
18711139,['18307477']
19299256,['11076245']
15016247,"['11076245', '9772844']"
19528519,['10227624']
20662955,['12351794']
6246891,"['4299129', '4299130']"
1827140,"['2521952', '2787384', '2787380', '2660142', '2965006', '3572301', '1689065', '2153073', '6412070', '2358782', '6086308']"
7699333,"['7831294', '2324686', '1827140', '8315381', '8415665', '8026467', '7964471', '2784210']"
4299129,['4299130']
4299130,"['5862401', '4299129']"
2521952,"['3489234', '3572301', '2956090', '2440674', '2965006', '3284962', '3380796', '6547160']"
2787384,"['2823259', '3258354']"
2787380,"['6225125', '3102677', '2965006', '7350246', '6874946', '6411853', '6547160']"
2660142,"['6142077', '3028776', '2895473', '2896758']"
2965006,"['6980823', '6547160', '3159821', '3932064', '3511446', '3104900', '3572301', '2956090', '2440674']"
3572301,"['6874946', '6547160', '3159820']"
1689065,"['6326098', '6945311', '2564851', '2971756', '2968607', '2645579', '3258354', '3493323']"
2153073,"['3025641', '3108888', '2425036', '3019664', '6577460', '3038516', '3122021', '3125419', '2831291', '3131736', '3396541', '3135535', '3145412', '2522500', '2524381', '2525173', '2507312', '10872333', '6086308']"
6412070,"['6806823', '6296789']"
2358782,['3045250']
6086308,"['6273911', '6412070']"
7831294,"['8315381', '8415665', '8026467', '8046341', '3086872', '1824857', '1899373', '1827140', '2033373']"
2324686,"['6412230', '3494245', '3500470', '3258354', '2522498', '2788279']"
8315381,"['2522498', '2787384', '3874257', '2324686', '2332734', '2352948', '1827140', '1906177', '1722338', '1565622']"
8415665,"['2522498', '1827140', '1711568', '1631072', '2788279', '2332734', '3258354']"
8026467,"['2530587', '3086481', '2324686', '6090574', '2147944', '1833184', '1549560', '1500859', '1402672', '7683423', '3031195', '2467293']"
7964471,"['2324686', '1827140', '2038316', '7678850', '7681470', '8100269', '8315381', '8415665', '2787384']"
2784210,"['3501371', '6412230', '3080545', '2950524', '3500258', '3258354', '3260035']"
7011318,"['4923920', '4464842', '962853', '136963', '869915', '486089', '486090', '6996673']"
8346219,"['7011318', '3472204', '2494294', '2564851', '1689065', '1988965']"
8433982,"['6246891', '3313277', '2827008', '1740657', '1689065', '1988965', '1991449']"
1335236,"['2173907', '2554286', '6419725', '2137335', '2439065', '2825659', '2849100', '2983326', '6351851']"
5862401,"['14915949', '14071509', '14340054']"
3489234,"['6601175', '2997718']"
2956090,"['6980823', '6224884', '6364040', '2413157', '2939172']"
2440674,"['2956090', '6118137', '6980823', '6224884', '2413157', '3932064', '2933249', '3511446', '2936864', '2939172']"
3284962,"['3327687', '4062888', '3528378', '2954816']"
3380796,"['2982885', '3013899']"
6547160,"['4737292', '6966400', '6980823', '6764536']"
2823259,"['3024129', '6785749', '6322187', '6432933', '3925454', '3932582', '3484551']"
3258354,"['3877937', '3086481', '3487787', '3494245']"
6225125,"['7027264', '7153706', '7153708', '6190974']"
3102677,"['6096477', '376774', '7350246', '6997425', '6448907', '6816896', '7153706', '7153708', '3156206', '3932579', '2939170', '3537192', '3025331', '6185614', '6225125', '6196430', '6425450']"
7350246,"['216763', '368287', '376774']"
6874946,['7153706']
6411853,"['376774', '512587', '6175565', '7068848', '6177817', '7130393', '6816896', '7153714', '6308049', '6256463', '6271809']"
6142077,"['6165018', '6454755', '6118137', '6975943', '6981813', '6185617', '6134665', '6602985', '6412230', '6316339', '6966400']"
3028776,"['6118137', '6142077', '6231642', '6232337', '3010324', '3856875', '2418146']"
2895473,"['2418146', '3020545', '3028776', '3033645', '3010324']"
2896758,['6974759']
6980823,"['6118137', '6967725']"
3159821,"['29936', '6967725', '7016746', '6456222', '6224884', '6200564', '6334313', '2981766']"
3932064,"['1092798', '822115', '88050', '6156984', '6165796', '6166718', '6440142', '2862025', '6118137']"
3511446,"['6393058', '6364041']"
3104900,"['29936', '315070', '6984061', '3159821', '3932064', '2932518', '3511446', '3086886']"
3159820,"['6458039', '6983562', '7153708', '6604124', '6142077', '6092512', '6093124', '3920341']"
6326098,"['6270680', '6405384', '6303315', '6304712']"
6945311,['6966400']
2564851,"['6151393', '3973018', '3855866', '2971756', '6945311', '7031658', '7052059', '6127070', '6600266', '4423492', '2865952', '3909153', '2428842', '3546102', '2968607']"
2971756,"['4214106', '2968607', '6571733', '6600266', '3909153', '3481263', '4423492']"
2968607,"['6571733', '2883656']"
2645579,"['2945890', '3496417']"
3493323,"['2995979', '3088206']"
3025641,"['10872333', '6425835', '2421253']"
3108888,"['6086308', '3083415', '3088570', '3030728']"
2425036,['6438633']
3019664,"['10872333', '6512493', '3079910', '2939459', '3011406', '3011412']"
6577460,['6216259']
3038516,"['10872333', '3720730', '6425835', '6330526', '6438631', '2998757', '3090517', '3092186', '3462701', '3019664', '3095838', '3537963', '3786139', '3025641', '3102227', '3011406', '3011412']"
3122021,"['3011406', '3011412', '2939459', '3019664', '3095795', '3537963', '3025641', '3036487', '3038516', '3039350']"
3125419,"['10872333', '3102227', '3011406', '3011412', '3019664', '3095795', '3025641']"
2831291,"['2991895', '3088206', '3029666', '3470759', '6086308']"
3131736,"['2939459', '3011412', '3019664', '3095795', '3025588', '3025633', '3025641', '3102227', '3110599', '3038516', '3039350', '3683390', '3125419', '10872333', '6425835', '3011406']"
3396541,"['6425835', '2425036', '3025857', '3031454', '3039350', '3039464', '3665875', '3691478', '3501368']"
3135535,"['6425835', '6087293', '3011412', '3019664', '3095795', '3786139', '3025641', '3102227', '3031612', '3038516', '3039350', '2825168', '2826126', '3122021', '3122182', '3125419', '2832747']"
3145412,"['3125549', '3095795', '3025641', '3549960', '3470759', '10872333', '6330526', '3019664', '3038516']"
2522500,"['6438631', '3772297', '3491296', '3025857', '3501368', '2832747', '3259318', '3396541', '10872333', '6086308', '6432935']"
2524381,"['3266655', '3501368', '3125549', '3396541', '2847918']"
2525173,"['2429321', '3039464', '3691478', '3259318', '3396541', '6425835', '3025857']"
2507312,"['3359997', '2492664', '2854057', '2524381', '10872333', '6326129', '6425835', '6330526', '2579186', '6096124', '3921826', '3924592', '3927296', '3929252', '2998757', '3936022', '4092693', '3097644', '2445887', '3122178', '3501368', '3125419', '3396541']"
10872333,['6296789']
6806823,"['6778952', '6791163']"
6296789,['6806823']
3045250,"['6788882', '6977012', '6600267', '6609363', '3874257', '2416866', '2945204', '2443446']"
6273911,"['6966400', '6156457']"
8046341,"['1824858', '1608941', '1535367', '1402681', '8245775', '8046340', '1986381', '1824857']"
3086872,"['7038025', '6096124', '6439816']"
1824857,"['3926483', '2109035', '6166718', '1824858', '2463632']"
1899373,"['6273911', '3130629', '3133444', '3117530', '2463161', '2787384', '3264786', '2117638', '2117639', '10872333', '2332734']"
2033373,"['1824857', '2572671', '1824858', '2950524']"
6412230,"['6270680', '6983561']"
3494245,"['6432933', '2990915', '3160805', '3932582', '3484823', '3086481', '3014035', '3090545']"
3500470,['6329746']
2522498,"['3499611', '3127525', '3258354', '6412230']"
2788279,"['2522498', '6332315', '3090545', '3489060', '3098893', '2950524', '3499611', '3258354', '2965738', '2643102']"
3874257,"['6124578', '6600267', '6423764', '6609363']"
2332734,"['6086308', '3258354', '3130629', '2787384']"
2352948,['2539597']
1906177,"['1898658', '3117530', '3123216', '2430794', '2501791', '3264786', '3258819', '3926483', '2117638', '2141629', '2154371', '2117639', '2114976', '2303036']"
1722338,"['3045250', '2416866', '2970635', '2463632', '2499651', '3874257', '1974916', '2358782', '6609363', '6600267', '1827140']"
1565622,"['3262873', '1722338', '1827140', '1903427', '2113468', '2358782', '3264787', '3874257', '6600267', '6609363', '2463165', '2463632']"
1711568,['2787384']
1631072,"['2474759', '2453060', '3258352', '3501121', '6296789', '1825140']"
2530587,"['3160805', '2470087', '2937055', '2944981', '2947968']"
3086481,"['6432933', '6434689', '6092510', '3871950', '3873068', '3873071', '3932582', '3484551']"
6090574,"['6192435', '6412230', '6606015']"
2147944,"['2555171', '3160805', '3680385', '2453060', '3041370', '2307934']"
1833184,"['1697263', '2947968', '3160805', '2530587', '2530580', '2530579', '2527495', '3041370', '2555171', '3494245', '2470087']"
1549560,"['6090574', '1996324', '2147515', '3099287', '2000405', '2155425', '2307934']"
1500859,"['2138330', '2249656', '2467293', '2784485', '3031660', '3116145', '3263468', '2007186', '3031195', '3098894', '3116143', '6090574', '1698909']"
1402672,"['6090574', '1698909', '2296573', '2352954', '2467293', '2784485', '2832509', '2866223', '2983318', '2989411', '3031195', '3031660', '3098894', '3099289', '3108887', '3116143', '3116145']"
7683423,"['2147515', '1996324', '2000405', '1708096', '1652056', '1557373', '1396555', '3005464', '3879814', '2501514', '2169613']"
3031195,"['6090574', '3099289', '3005464', '3081898', '3086875']"
2467293,"['6434688', '2989411', '2832509', '3031195', '3108887', '3110786', '3116143', '3116145', '3097640', '3098894', '3099289']"
2038316,"['3294335', '1973832', '2007858', '3258354', '2850164', '2522498', '2788279', '2555171', '2307934', '2349230', '1988951', '2162479']"
7678850,"['7153706', '3496420', '3258354', '2521388', '2522498', '2500661', '2788279', '1990288', '1905338']"
7681470,"['3501371', '3258819', '3137575', '2463161', '2787384', '2474759', '2408044', '2332734', '1990288', '1825810', '1827140', '2038316', '1346335', '1371359']"
8100269,"['2141628', '6983558', '3490534', '2528147']"
3501371,"['3485174', '3495433', '6600267', '6090574', '3874257', '3080545']"
3080545,"['6322187', '3871945', '6801183']"
2950524,"['3856875', '3086480', '6602985', '6316339', '6142077', '6231642', '6234599', '3919143']"
3500258,"['3092224', '2950524', '6195289']"
3260035,['3501371']
4923920,"['4874971', '5821728', '4921277']"
4464842,"['4423492', '4214106']"
962853,"['4214106', '4423492', '4923920', '4464842']"
136963,"['962853', '1180890', '4214106', '4423492', '4464842', '4517681']"
869915,"['962853', '4464842']"
486089,"['136963', '869915', '486090', '962853', '4923920']"
486090,"['486089', '136963', '869915', '962853', '4464842']"
6996673,"['4464842', '136963', '869915', '656075', '486089', '486090']"
3472204,['6091101']
2494294,"['3548401', '2884319', '2891780']"
1988965,"['1689065', '2521388', '6246891']"
6351851,"['4214106', '4423492', '4464842', '7016112', '7031658', '7052059', '6349615']"
3539105,"['6190172', '6349615', '6349616', '6351851', '6418142', '6419725', '6149747', '3890837', '2409961', '2998348', '4423492', '7052059']"
6304695,"['4423492', '1065904']"
3313277,['6083565']
2827008,"['6322187', '3918306', '3022280', '3034589', '3925454', '3876930']"
1740657,"['3891903', '1689065', '1988965', '1977320', '1699424', '1988221', '6371025', '6365376', '6337231', '6752952', '2413764']"
1991449,"['2469765', '2584932', '2117638', '2117639', '3096716', '3117530', '3260035', '2784210', '6412230']"
7052059,"['4214106', '4423492']"
2173907,"['2822007', '2839148', '2930455', '2529850', '2137335', '2139778', '6419725', '2439065']"
2554286,['2849100']
